ID_Destino,ID_Origen,Aereolinea,ID_Aereolinea
2974,4297,Y7,13088
3670,2279,AA,24
1121,1107,ET,2220
3807,3536,DL,2009
3682,3782,AF,137
6367,6341,KN,10741
1132,11051,QR,4091
2729,2709,9R,4691
3387,3372,CA,751
1519,1529,AZ,596
1074,4162,AT,4248
3410,2176,E5,16963
177,133,JV,1434
2257,2255,UA,5209
535,1562,FR,4296
4097,6366,3U,4608
7503,3386,G5,15837
679,644,DY,3737
146,3751,AC,330
1852,3585,AM,321
580,3576,OR,1299
1755,5807,JY,14849
1563,302,SN,1531
345,548,AB,214
888,1382,AF,137
2399,2397,2P,897
4034,3533,G4,35
3697,4017,DL,2009
2578,2586,AD,13983
3878,3697,B6,3029
2896,3494,UA,5209
341,1225,AB,214
1102,5674,VR,5041
3585,1780,DL,2009
970,273,ET,2220
6814,2890,9K,1629
3807,3830,AA,24
1243,1525,FR,4296
3035,3382,MU,1758
3364,3024,UL,4349
2312,2384,NH,324
3370,2305,CZ,1767
3153,2997,6E,2850
3386,3382,8L,2942
2426,2397,2P,897
3406,2276,9C,15999
120,193,AC,330
11498,3399,GS,690
345,2985,SU,130
1760,2985,SU,130
1489,1218,FR,4296
3577,3621,AS,439
2709,2705,AV,515
3361,3093,AI,218
4072,3858,DL,2009
3077,3930,7C,2994
907,4059,AF,137
596,346,EI,837
273,4059,KQ,3126
6387,3404,CZ,1767
1520,1678,AB,214
2188,4029,EK,2183
3793,3747,FL,1316
4206,4199,5J,1683
1335,3998,IB,2822
1489,492,U2,2297
1610,580,HV,5039
608,3998,FR,4296
6361,3374,CA,751
5901,1997,NF,524
1961,5874,FJ,879
3685,3830,AA,24
3374,3364,CA,751
3908,3896,JT,3290
4161,4059,KQ,3126
4059,11051,QR,4091
4330,2191,G9,329
3395,6435,3U,4608
1555,2975,U6,5234
3486,3717,UA,5209
3349,3940,VA,5360
2610,2537,AD,13983
11051,3043,QR,4091
7375,7368,S5,4822
3364,6360,CA,751
1218,580,HV,5039
3304,2430,AK,576
3928,2072,GA,2520
3626,3825,DL,2009
599,1553,FR,4296
2993,2913,U6,5234
146,73,AC,330
6342,6346,G5,15837
3714,2709,AV,515
2279,2307,GK,14118
2075,2072,SV,4533
3469,3494,UA,5209
4059,1173,5H,8576
3533,3861,FL,1316
2082,3370,SV,4533
3550,3826,UA,5209
1759,1555,BV,1463
3876,4112,AA,24
302,3682,AF,137
2988,507,UN,5067
813,3316,OZ,28
3876,3642,AA,24
1230,1074,AT,4248
3382,3404,MU,1758
3566,3811,WN,4547
3998,582,FR,4296
9845,3364,CA,751
196,176,4N,341
340,11051,AC,330
2313,3943,BC,4740
2983,1382,HY,5281
3764,6722,7H,16726
609,4317,PC,3926
2194,340,WY,3778
2597,1638,TP,4869
3817,3462,AA,24
4317,6753,PC,3926
3379,3077,CX,1680
4331,2221,PK,3871
645,609,SK,4319
1230,1613,AB,214
1613,3941,A3,96
3125,2997,9W,3000
1075,502,AT,4248
3646,3458,FL,1316
382,345,3L,2916
2359,2310,JL,2987
580,1194,FB,1548
5875,5878,FJ,879
3797,3876,AA,24
502,7447,TCX,4897
1354,1415,A5,1203
3383,6361,CZ,1767
1382,1216,AF,137
3976,2170,IY,5496
1230,4166,FR,4296
3536,3876,AA,24
469,350,BE,2421
3878,3820,B6,3029
6477,7384,NHG,3574
3832,3774,7H,16726
2497,4061,AR,412
3977,3974,FO,476
1180,1701,TK,4951
4120,3406,CZ,1767
146,3469,AC,330
146,28,AC,330
2074,2072,SV,4533
1225,302,HQ,2684
344,548,4U,2548
3564,3670,AA,24
4315,492,ZB,220
3585,3697,DL,2009
1852,156,TS,1317
3621,3484,UA,5209
3261,3259,JT,3290
246,280,2J,470
2564,3876,AA,24
2538,2578,AD,13983
6404,3399,CZ,1767
737,636,DY,3737
1229,548,FR,4296
2059,2090,SV,4533
1804,3453,Y4,5325
2729,6053,9R,4691
1231,1218,FR,4296
2584,2531,AD,13983
1051,347,AB,214
178,3720,AC,330
2899,1779,BW,1663
1216,580,IB,2822
1885,1892,AV,515
2276,3385,B7,9082
2576,2618,G3,1790
609,1382,AF,137
353,1486,FR,4296
3729,3617,G4,35
2962,2985,SU,130
3582,3448,B6,3029
3404,6393,CZ,1767
1525,679,W6,5461
585,1354,HV,5039
3941,1200,OU,1925
2883,2890,9K,1629
2618,2581,G3,1790
346,1476,AB,214
2816,2545,5Q,18232
3077,580,CX,1680
4030,3387,3U,4608
1230,666,DY,3737
3714,3759,UA,5209
2983,3953,BT,333
1506,304,FR,4296
210,1382,AF,137
3260,3244,GA,2520
344,1452,4U,2548
1934,3533,3M,20710
3395,2276,BR,2091
2673,3988,LA,3200
3576,1678,LX,4559
4242,5917,NF,524
3494,189,UA,5209
3266,3304,AK,576
478,342,4U,2548
6329,6258,Q6,753
6138,4377,UR,15814
1132,1382,MS,2143
1960,3339,FJ,879
3645,3520,AA,24
2564,1636,TP,4869
1606,1555,AZ,596
340,2359,LH,3320
1794,1847,Y4,5325
2064,580,AF,137
3644,3720,AA,24
3566,3878,FL,1316
3714,3627,UA,5209
3373,6355,CA,751
1657,1197,CY,1942
7161,7162,2O,146
3136,3144,6E,2850
1229,1243,FR,4296
3372,3389,MU,1758
3748,3747,FL,1316
1250,1216,IB,2822
2305,2246,NH,324
11051,3370,QR,4091
3999,3341,JQ,3052
3244,9898,IL,10121
3494,117,UA,5209
193,478,TS,1317
3316,4302,3K,3021
3388,3385,CA,751
2610,1871,CM,1889
2992,4364,4G,2524
121,5479,JV,1434
3690,3797,AA,24
3364,2264,CI,1756
3720,580,DL,2009
3462,3566,FL,1316
3774,3751,UA,5209
3885,1613,BR,2091
2522,2621,AD,13983
2988,6143,4G,2524
3484,3825,AA,24
535,499,BE,2421
340,1612,LH,3320
580,499,SI,4438
1905,1909,BV,1463
3364,893,MK,1057
3484,1836,AM,321
3361,3333,QF,4089
3339,6264,QF,4089
644,1056,DY,3737
507,2997,9W,3000
2053,2050,4Q,10758
3462,3729,AA,24
3577,3720,AS,439
132,50,7F,2354
1885,3878,B6,3029
1887,1889,5C,1581
3462,3673,AA,24
1715,346,DE,1868
2937,6924,2G,1654
5737,4265,9K,1629
3645,3930,DL,2009
3747,3484,FL,1316
3626,3747,FL,1316
552,4347,IOS,2951
2279,3321,JL,2987
246,210,AH,794
347,1613,AB,214
582,1212,FR,4296
2042,2023,NZ,345
3626,3876,AA,24
5908,5904,NF,524
193,1633,S4,4304
7669,3566,WN,4547
7669,3678,WN,4547
49,3830,AC,330
1909,2688,EQ,4863
3576,2902,AA,24
3682,3739,AF,137
340,3930,KE,3163
3959,373,W6,5461
3177,3885,PG,1422
1881,3682,DL,2009
4120,3371,CZ,1767
6138,2975,UR,15814
146,189,AC,330
2134,2188,EP,2923
3486,3494,UA,5209
1194,346,AC,330
4167,4072,G4,35
1056,1250,IB,2822
4327,4350,WF,5439
1460,346,AB,214
3320,2042,NZ,345
3830,3673,AA,24
599,1657,FR,4296
6130,5773,3M,20710
3442,4167,G4,35
2749,2714,CM,1889
1569,1646,JP,83
3576,3876,AA,24
2964,2967,7R,1469
4120,3388,CA,751
1212,663,DY,3737
1847,1807,AM,321
3722,1930,3M,20710
3077,3177,CX,1680
1107,507,ET,2220
478,1130,TCX,4897
1685,1728,PC,3926
3366,6348,HO,3081
340,287,LH,3320
507,2072,BA,1355
3250,3275,GA,2520
9824,1074,L6,16942
1335,210,AH,794
2948,1579,OK,1946
8876,3404,CZ,1767
3751,1881,F9,2468
507,737,AA,24
1386,1054,IB,2822
3386,3179,MU,1758
2936,2937,2G,1654
1524,4330,IR,2922
1209,679,K2,2245
3319,3341,QF,4089
2965,2975,SU,130
4130,2057,GF,2638
2064,3153,9W,3000
2578,2613,AD,13983
709,738,DC,2585
1230,146,TS,1317
1321,340,LH,3320
2564,2602,O6,3764
3316,3390,TZ,17891
2699,1871,CM,1889
5749,3448,9K,1629
599,676,FR,4296
4380,3379,MU,1758
1246,1538,FR,4296
4317,1742,PC,3926
2206,2074,PK,3871
3830,3793,AA,24
737,1212,DY,3737
1824,1772,AM,321
3729,4167,G4,35
1562,1509,AP,240
3384,3374,CA,751
8979,3366,GS,690
3142,3144,9W,3000
507,1626,BA,1355
1701,2207,TK,4951
507,1953,BA,1355
3858,3462,AA,24
3153,3316,MI,4750
3682,4128,9E,3976
3807,3462,AA,24
478,499,BE,2421
3533,3448,B6,3029
3931,3376,CA,751
4374,4297,Y7,13088
3536,3747,FL,1316
3155,3043,KB,2058
3877,5772,G4,35
2983,4374,HY,5281
1102,502,TO,8745
3878,3752,AA,24
345,1322,AB,214
410,346,AB,214
1626,468,FR,4296
2401,4206,5J,1683
1706,580,HV,5039
1226,352,X3,2681
351,1354,4U,2548
3670,3613,AA,24
671,599,FR,4296
1246,1230,IB,2822
2729,2726,9R,4691
3661,3533,B6,3029
3299,3308,FY,2353
2007,2006,NZ,345
344,1524,4U,2548
1657,3941,A3,96
3670,4049,AA,24
1103,1102,VR,5041
3406,3077,9C,15999
125,188,AC,330
4144,3372,CZ,1767
2944,671,WU,13757
3310,3999,QF,4089
608,1222,FR,4296
3670,3988,4M,3201
3797,3646,AA,24
3728,3682,DL,2009
3406,2188,EK,2183
4144,4148,9C,15999
1590,2939,LY,2150
1701,535,TK,4951
148,5495,5T,1623
1852,3488,AM,321
3670,1774,AA,24
6392,3370,CA,751
340,293,DE,1868
2581,2618,G3,1790
2937,2955,IOS,2951
3515,5747,NK,4687
629,1230,LG,3329
1613,1229,AB,214
7447,490,TCX,4897
1846,1825,VB,10646
3382,2188,MU,1758
3998,1587,OK,1946
2997,6173,6E,2850
3678,3690,WN,4547
3690,7669,WN,4547
1562,8414,FR,4296
548,352,4U,2548
8076,2988,UN,5067
3898,3928,JT,3290
3383,3375,CA,751
1508,352,4U,2548
6409,3395,CA,751
1423,1354,U2,2297
1613,1335,AF,137
1871,2848,CM,1889
3459,3751,F9,2468
3462,3559,AA,24
490,674,FR,4296
1230,548,FR,4296
4140,3121,5J,1683
3690,3458,WN,4547
2908,580,KL,3090
1737,344,W6,5461
2789,1229,IB,2822
2053,1701,TK,4951
1452,350,4U,2548
8630,3379,GS,690
6173,3093,6E,2850
1212,4166,FR,4296
3585,3473,DL,2009
3371,6357,BK,4026
3536,4099,DL,2009
3383,4030,CA,751
3678,3878,FL,1316
2067,2188,FZ,14485
680,1538,FR,4296
6174,3057,AI,218
3077,6386,MF,5484
3379,4109,MU,1758
3858,3682,9E,3976
1885,6945,5C,1581
3953,1525,FR,4296
2997,2191,G9,329
3372,3383,8L,2942
340,1538,LH,3320
3009,2997,SG,4375
2756,6054,9R,4691
548,1278,FR,4296
3364,1555,CA,751
2883,2899,LI,3251
3585,3645,DL,2009
3093,3097,9W,3000
6347,6429,G5,15837
4302,3364,CA,751
2907,2893,LI,3251
2106,2157,IR,2922
1330,1382,AF,137
507,1386,AB,214
3670,178,AA,24
156,3514,WS,5416
4166,351,AB,214
580,1128,KL,3090
3383,6382,CA,751
1474,8414,FR,4296
3613,3830,UA,5209
1382,1852,SE,5479
147,132,5T,1623
2562,2564,AD,13983
2612,2638,AD,13983
644,421,AY,2350
1200,523,LS,3026
4014,3494,UA,5209
3582,3462,AA,24
348,344,4U,2548
340,2922,J2,197
668,609,SK,4319
1399,210,AH,794
1892,1871,AV,515
3964,2960,SU,130
3797,3720,B6,3029
4356,3858,DL,2009
3406,3392,CA,751
147,29,7F,2354
1382,521,AF,137
8199,3599,4Y,1173
3383,2268,B7,9082
5,3940,PX,328
580,508,U2,2297
16,3714,FI,2835
3877,3448,B6,3029
3364,6414,CA,751
3752,3697,AA,24
3533,737,DY,3737
1524,4057,U2,2297
210,1353,AF,137
146,100,AC,330
1200,599,EI,837
3977,2064,FO,476
2597,2531,G3,1790
3093,4059,KQ,3126
478,1452,LS,3026
3550,3806,UA,5209
2332,2359,JL,2987
3670,3846,AA,24
2560,2526,G3,1790
4078,2925,2G,1654
1054,351,AB,214
3577,2359,DL,2009
1701,628,TK,4951
2923,4078,S7,4329
1735,2939,9U,1073
3448,3797,AA,24
2851,3550,UA,5209
1130,2985,UN,5067
499,521,U2,2297
344,1562,4U,2548
3316,4140,5J,1683
346,3973,LH,3320
600,502,EI,837
3999,3351,QF,4089
6182,3125,YT,16133
599,495,BE,2421
468,537,FR,4296
1128,11051,MS,2143
1746,1613,OS,491
3484,7121,ZK,2607
2948,7447,BJ,3740
799,804,SA,4305
7976,1147,B5,2395
287,1335,BJ,3740
3196,3386,VN,5309
1501,1551,V7,20577
1550,351,4U,2548
1469,346,AB,214
4331,2162,B9,543
3374,4033,8L,2942
1486,1423,U2,2297
4286,3645,DL,2009
1230,1418,IB,2822
3959,1555,W6,5461
3136,3137,AI,218
3670,4034,AA,24
1986,4075,VT,692
2939,1735,9U,1073
3849,1780,FL,1316
3820,3462,WN,4547
3903,6225,JT,3290
193,1636,S4,4304
373,1489,W6,5461
3973,1382,A9,2538
580,1448,HV,5039
3820,3646,WN,4547
1807,1820,AM,321
1657,1658,RO,5179
548,601,FR,4296
3585,3533,WN,4547
4144,2372,CZ,1767
6008,4144,ZE,9809
1854,3550,UA,5209
580,1526,HV,5039
3930,3940,GA,2520
4322,344,4U,2548
7185,7184,8E,1472
2006,3406,CA,751
3400,3379,3U,4608
8428,6140,UR,15814
4148,3391,MU,1758
1613,1208,OS,491
3239,2276,CI,1756
1926,3645,DL,2009
532,469,BE,2421
344,4091,X3,2681
4286,4167,G4,35
3830,1892,AV,515
580,1909,KL,3090
3393,2264,CI,1756
521,1231,LS,3026
1251,1253,FR,4296
1218,2564,SQ,4435
2935,2937,2G,1654
2709,2734,AV,515
178,3877,AA,24
3372,6351,G5,15837
5632,948,DT,5133
4016,3645,DL,2009
3469,1678,LX,4559
1264,1056,V7,20577
3370,6347,9C,15999
1415,495,AF,137
3269,2279,JL,2987
1382,1909,AF,137
3577,3714,UA,5209
2157,1701,TK,4951
520,521,V9,10800
1590,2170,IZ,231
1957,3876,AA,24
2179,4330,EY,2222
6341,3384,KN,10741
146,1760,AC,330
2279,3275,GA,2520
1706,609,XQ,4573
2560,2554,G3,1790
3364,421,AY,2350
3514,3456,HA,2688
2397,3370,5J,1683
502,1512,AP,240
644,1626,DY,3737
3690,3447,F9,2468
3919,3928,GA,2520
1587,1525,W6,5461
3705,3728,HA,2688
3728,3320,HA,2688
4000,3304,AK,576
490,1524,BM,312
2313,2359,JL,2987
1190,1613,OS,491
3980,3967,IY,5496
478,1715,LS,3026
2991,2948,R2,3805
3550,1819,UA,5209
2975,4373,YC,9828
4302,3375,GS,690
3077,3382,CX,1680
2902,2897,7I,18944
3670,156,AA,24
1415,1353,AF,137
2006,2047,NZ,345
2082,2170,RJ,4259
3751,4216,UA,5209
2964,1701,SU,130
1835,1847,Y4,5325
193,2894,AC,330
2188,3143,9W,3000
3351,3361,AA,24
478,345,BE,2421
6269,3361,QF,4089
4037,3682,AF,137
415,1354,OV,2218
3830,3494,AA,24
737,687,CA,751
3406,6351,HO,3081
2397,2359,NH,324
580,3494,DL,2009
3819,3536,DL,2009
3196,6188,VN,5309
111,3752,AA,24
10940,6347,MU,1758
503,1403,AF,137
4301,3406,CA,751
3410,3941,A3,96
3682,2851,DL,2009
2618,8238,G3,1790
820,799,MN,1829
1657,2985,RO,5179
340,1563,LH,3320
6341,6345,KN,10741
3752,11051,AA,24
3576,1754,AA,24
1274,1382,AF,137
1561,1512,AZ,596
3728,2359,AA,24
3275,3249,GA,2520
3751,90,AC,330
3878,4089,FL,1316
1596,1605,IZ,231
1613,3989,OS,491
3486,3550,UA,5209
3394,3370,CA,751
3536,3807,DL,2009
1760,3849,FL,1316
193,133,AC,330
2179,4029,EY,2222
478,1198,FR,4296
3383,6343,HU,2660
293,1386,TO,8745
6743,3364,CA,751
599,3448,EI,837
2985,3714,DL,2009
3751,49,AC,330
1701,220,AH,794
2560,2562,G3,1790
3024,2082,MJ,3342
608,1701,TK,4951
2074,2131,SV,4533
1382,11051,QR,4091
1526,548,FR,4296
4029,2948,6R,1340
1382,4161,AF,137
1871,2688,CM,1889
2372,2378,KE,3163
4092,2551,AD,13983
7898,6392,GS,690
5967,7090,7H,16726
657,3953,FR,4296
2103,2121,Y9,3148
1897,3797,AA,24
3942,3728,AA,24
2923,6093,PI,3969
1551,508,U2,2297
3940,3304,AK,576
1243,1665,U2,2297
3494,1555,LH,3320
3120,3118,QV,3233
1056,342,AB,214
6092,2923,6R,1340
845,813,SA,4305
8266,609,SK,4319
3520,4386,AA,24
1212,585,FR,4296
3392,4380,CA,751
2618,2550,G3,1790
4369,4368,UR,15814
1356,1418,V7,20577
3698,3878,3M,20710
3453,6505,G4,35
2191,2939,G9,329
3303,3298,AK,576
1831,3670,AA,24
1612,1054,AB,214
3536,1382,AF,137
3577,3944,AS,439
2072,3069,BG,1359
3930,3406,CZ,1767
1352,1636,FR,4296
400,1688,ST,2547
3752,3484,AA,24
3682,1800,AF,137
580,1382,AF,137
3305,3316,AK,576
1469,1452,GQ,1492
3670,4115,AA,24
5740,3670,AA,24
1218,490,U2,2297
156,4144,3U,4608
3406,6395,MU,1758
2545,2586,AD,13983
2619,2613,2Z,1729
3830,4009,AA,24
979,976,TM,9541
3617,4072,G4,35
2781,2801,2I,8359
3885,1107,ET,2220
3752,3793,AA,24
1359,1423,U2,2297
3774,3693,AS,439
3400,3364,CA,751
2908,2914,DV,4840
3774,3620,AS,439
6776,2176,PK,3871
2709,3878,AV,515
2965,2948,SU,130
1246,1652,W6,5461
3205,3942,VN,5309
3885,4330,W5,3370
3698,3576,AA,24
3374,3406,CA,751
3383,2370,MF,5484
687,607,BA,1355
4330,1555,AZ,596
644,651,DY,3737
1524,1512,U2,2297
1382,608,AF,137
2176,3410,E5,16963
3155,3076,KB,2058
2954,737,B2,1478
1222,4166,FR,4296
3577,3867,AA,24
3077,3406,9C,15999
548,1268,FR,4296
2773,2895,PY,4752
3576,3811,AA,24
492,534,U2,2297
3682,3820,AF,137
3646,4112,FL,1316
2774,2773,PY,4752
1804,3462,AA,24
1529,1587,AZ,596
2312,2334,JL,2987
2569,2531,O6,3764
193,2874,AC,330
1852,3752,AA,24
2188,3131,EK,2183
2207,2188,EK,2183
521,499,U2,2297
1075,629,LG,3329
8043,3364,3U,4608
2988,3576,UN,5067
3585,3447,F9,2468
3947,3752,AA,24
2908,2191,G9,329
2452,2513,AR,412
1524,1739,AZ,596
548,4166,FR,4296
448,435,2N,3652
2954,2948,B2,1478
7108,3764,7H,16726
3205,3316,3K,3021
3383,6390,CA,751
3992,3199,JL,2987
342,3986,4U,2548
3484,1229,AA,24
1561,337,U2,2297
3395,6386,ZH,4611
3520,3645,AA,24
3817,3751,FL,1316
1107,1116,ET,2220
3093,3100,6E,2850
3484,3819,UA,5209
3941,1459,A3,96
3988,1824,AM,321
1665,1555,AZ,596
1970,3728,HA,2688
1587,1218,IB,2822
2048,4331,EP,2923
2613,2619,2Z,1729
4130,2170,RJ,4259
3316,3179,3K,3021
2903,2890,9K,1629
1701,608,SK,4319
3645,100,DL,2009
1613,342,4U,2548
2895,2709,AV,515
1107,891,ET,2220
1206,507,OU,1925
2890,2877,AA,24
3941,1482,A3,96
1474,355,FR,4296
548,1230,FR,4296
492,532,U2,2297
1652,1229,W6,5461
3406,2244,3U,4608
490,680,FR,4296
3930,2326,NH,324
3458,3484,DL,2009
2006,2029,NZ,345
1486,1701,TK,4951
2615,2528,AD,13983
3752,346,AA,24
3369,3395,3U,4608
3093,3085,AI,218
3720,3636,AS,439
2937,4078,2G,1654
3385,6390,CA,751
3073,3076,4H,8463
2279,3858,DL,2009
304,1538,FR,4296
585,1236,FR,4296
3391,6379,MU,1758
2947,2985,SU,130
2074,7453,XY,3754
1754,3876,AA,24
3494,599,LH,3320
1382,1194,AF,137
1852,1831,Y4,5325
953,948,DT,5133
1251,1055,FR,4296
3376,3404,8L,2942
3876,3690,AA,24
3953,687,BT,333
7579,6505,G4,35
3626,3447,F9,2468
3386,3930,CA,751
1458,337,DE,1868
1587,351,OK,1946
3488,3712,DL,2009
733,1212,FR,4296
3826,3670,AA,24
3373,3391,CZ,1767
2548,2560,G3,1790
146,1441,PJ,477
7185,3615,7H,16726
1701,737,SK,4319
3697,3613,DL,2009
2902,3797,B6,3029
3738,3550,UA,5209
3024,6169,UL,4349
636,638,WF,5439
2983,3093,HY,5281
6140,2988,4G,2524
1222,726,FR,4296
2934,4078,S7,4329
3930,156,AC,330
1994,1989,VT,692
350,1458,DE,1868
1206,502,DY,3737
3670,1836,AA,24
8407,3391,MU,1758
337,3941,U2,2297
1636,1229,FR,4296
6404,3395,CA,751
3121,3382,MU,1758
1321,1354,AF,137
1871,3714,CM,1889
827,813,5Z,18946
3494,3646,B6,3029
1243,1056,FR,4296
6351,3370,CZ,1767
7177,7180,7H,16726
1251,1246,FR,4296
1459,3941,A3,96
6719,3693,8E,1472
1122,5687,JU,19582
2963,4029,S7,4329
1529,1657,AZ,596
346,1423,LH,3320
469,302,SN,1531
1852,502,BA,1355
3714,609,SK,4319
1743,2948,U6,5234
521,609,SK,4319
1678,353,W2,18553
3811,3697,DL,2009
2885,3797,B6,3029
340,1762,DE,1868
1606,547,KM,242
1590,3484,LY,2150
1104,5674,VR,5041
1180,4059,KQ,3126
644,3797,DY,3737
3628,3774,7H,16726
1472,534,LS,3026
2559,2610,AD,13983
2709,2756,9R,4691
3536,3774,DL,2009
3645,4034,DL,2009
1652,1590,W6,5461
1218,373,IB,2822
3751,3576,AA,24
629,1678,LX,4559
1665,507,AA,24
3793,3524,NK,4687
2549,2609,G3,1790
502,1526,BA,1355
465,1230,LS,3026
304,1264,FR,4296
3371,6430,CZ,1767
580,907,AF,137
1352,494,FR,4296
3986,599,FR,4296
2922,2962,J2,197
1836,3550,UA,5209
1051,353,FR,4296
3391,9025,HO,3081
2442,2440,8R,5188
2188,1665,EK,2183
3388,3361,MU,1758
340,2072,AC,330
1609,3998,AB,214
3077,4140,5J,1683
3448,3857,AS,439
599,3878,EI,837
2548,2586,AD,13983
3240,3316,GA,2520
3205,6187,BL,3850
1551,1399,TO,8745
3830,3564,UA,5209
665,5583,WF,5439
3876,3830,AA,24
2531,1382,AF,137
6743,3399,CZ,1767
1074,1525,3O,9818
1525,1517,FR,4296
1175,2072,SD,4521
3370,3392,CA,751
428,421,AY,2350
2881,2899,3S,11741
3585,3566,WN,4547
3858,4046,DL,2009
4317,11051,PC,3926
1066,1386,AT,4248
3797,3093,AI,218
3448,2890,B6,3029
491,1382,U2,2297
1056,355,FR,4296
1606,345,KM,242
106,202,Q9,11838
2864,2851,V0,1886
6392,6385,GS,690
340,4330,IR,2922
1853,1852,VB,10646
6204,3916,GA,2520
3641,3646,FL,1316
393,1688,X3,2681
2910,6088,KC,1006
580,2279,KL,3090
3832,7208,8V,55
6960,7201,4Y,1173
5756,3682,3M,20710
3448,5767,9K,1629
2948,1197,SU,130
1264,346,V7,20577
3671,3876,AA,24
1247,1218,FR,4296
1229,1218,IB,2822
221,234,AH,794
469,1606,FR,4296
1657,502,U2,2297
353,1460,FR,4296
2908,3304,KC,1006
2006,4075,AA,24
352,2985,SU,130
126,193,AC,330
3391,6361,FM,4609
979,1638,TP,4869
4330,2177,IR,2922
3566,3806,WN,4547
3390,3386,CA,751
3940,3927,JT,3290
3825,3751,WN,4547
490,1489,FR,4296
2372,3369,BX,5982
523,1056,FR,4296
346,1606,KM,242
3469,1382,AF,137
1222,478,FR,4296
1892,3469,AV,515
3576,1759,AA,24
3364,3387,CA,751
3458,3502,FL,1316
599,585,FR,4296
2985,2975,SU,130
3366,2935,CA,751
3370,3373,CA,751
353,699,FR,4296
3931,3115,QV,3233
345,1354,AB,214
6360,3383,CZ,1767
1330,1354,A5,1203
3627,3876,AA,24
3807,3731,FL,1316
1555,340,AZ,596
2934,3930,KE,3163
3469,3839,AA,24
2979,2960,R3,1287
4114,3486,UA,5209
2710,3576,AV,515
1948,3608,UP,1403
340,1473,X3,2681
1994,1995,VT,692
2749,2710,CM,1889
1106,1638,TP,4869
3728,2246,UA,5209
603,3998,FR,4296
599,1051,EI,837
467,520,V9,10800
210,220,AH,794
580,347,KL,3090
1219,1218,UX,90
1452,469,ZB,220
2467,2442,AR,412
1737,708,W6,5461
6342,3368,GS,690
1529,1506,AZ,596
641,666,BM,312
3682,1824,AF,137
2937,6954,HU,2660
3034,3077,KA,2056
2074,1175,XY,3754
4144,3393,CZ,1767
1423,293,TU,4870
1824,1852,4O,17885
154,146,7F,2354
3391,3382,9C,15999
1638,1230,S4,4304
1762,1779,JY,14849
1909,1892,TA,2622
1539,1218,FR,4296
302,1354,SN,1531
3205,3373,3U,4608
1274,1335,A5,1203
2264,3384,CI,1756
1225,371,AB,214
3390,3385,CZ,1767
3550,3878,NK,4687
1285,1324,A5,1203
6341,6434,KN,10741
1689,1701,8Q,3788
4057,2170,RJ,4259
2599,1638,TP,4869
1074,1077,AT,4248
7001,3484,UA,5209
5411,5412,IE,4797
4348,3877,G4,35
6347,3379,JD,6557
1335,1555,A5,1203
5925,2072,SV,4533
8237,2528,AD,13983
1871,1779,CM,1889
680,537,FR,4296
3074,2179,BG,1359
3621,1852,FL,1316
1218,1606,IB,2822
1229,1652,W6,5461
2194,3156,WY,3778
184,156,8P,3856
2937,2930,S7,4329
3316,3394,8L,2942
1359,1335,A5,1203
342,2948,FV,641
813,1177,SA,4305
302,1253,SN,1531
3137,5937,IX,569
3697,4016,AA,24
492,1626,TO,8745
1678,1741,YM,3539
120,3751,AC,330
585,1636,FR,4296
2618,2537,G3,1790
3949,3469,UA,5209
1780,3533,B6,3029
2531,2633,AD,13983
2673,6047,EQ,4863
1555,2170,AZ,596
3373,3378,JD,6557
3144,3137,SG,4375
3858,2279,DL,2009
669,1222,FR,4296
1848,1854,AM,321
1701,302,TK,4951
3454,3878,DL,2009
2894,3797,B6,3029
3093,3316,9W,3000
1472,478,LS,3026
2979,2991,R2,3805
3825,3714,UA,5209
4317,4330,PC,3926
6344,3379,GS,690
3941,478,A3,96
340,3953,AB,214
3502,6962,WN,4547
4029,6141,7R,1469
6505,4046,G4,35
548,1236,FR,4296
3319,4010,QF,4089
309,1399,HQ,2684
2067,3410,NP,17083
1382,2939,AF,137
3849,3626,DL,2009
478,1103,TO,8745
1321,344,4U,2548
1612,344,4U,2548
1323,304,FR,4296
3322,3324,Q6,753
1229,491,U2,2297
3494,1840,UA,5209
1741,345,YM,3539
2937,2913,KR,1844
346,644,DY,3737
1636,599,FR,4296
2849,2851,9V,20004
1230,341,FR,4296
2656,2665,H2,4737
3527,3751,UA,5209
3406,1524,CA,751
11290,1035,BU,16508
3825,3670,AA,24
3797,3714,B6,3029
1638,599,EI,837
3797,507,AA,24
4367,4358,DV,4840
2279,2322,FW,2826
2006,5884,NZ,345
3384,3388,CZ,1767
3345,3351,QF,4089
3368,6434,GS,690
2578,2551,AD,13983
3550,3457,UA,5209
4029,344,U6,5234
1460,353,FR,4296
4367,2966,DV,4840
350,1701,TK,4951
293,287,UG,5085
4029,6092,6R,1340
2537,2548,AD,13983
2988,1198,UN,5067
3816,3469,UA,5209
3561,3645,DL,2009
1230,600,FR,4296
3636,3720,AS,439
2177,210,AH,794
3876,3472,AA,24
1764,1871,CM,1889
3959,491,FR,4296
1074,1157,8U,32
1606,502,BA,1355
2359,507,BA,1355
1486,2964,EL,336
4357,580,KC,1006
6356,3376,MU,1758
1562,344,4U,2548
666,636,DY,3737
3391,6392,FM,4609
4033,3930,OZ,28
951,958,DT,5133
469,1688,TCX,4897
3797,2895,B6,3029
984,813,SA,4305
182,193,AC,330
3391,8407,MU,1758
813,1005,BA,1355
16,4167,FI,2835
1216,1665,U2,2297
2899,3797,AA,24
1665,1229,AB,214
